Order_ID,Customer_ID,Product_Name,Category,Price,Quantity,Discount_Percent,Final_Amount,Rating,Recommendation_Score,Payment_Method,City,Order_Date
ORD0021,CUST3941,West Product,Fashion,1275.47,5,35,4145.28,1.2,0.75,Debit Card,Madurai,3/13/2026
ORD0022,CUST3484,Maybe Product,Home,4678.31,2,28,6736.77,2.6,0.29,Debit Card,Chennai,6/29/2025
ORD0023,CUST7101,Recently Product,Electronics,1755.28,1,31,1211.14,4.3,0.8,Net Banking,Chennai,3/17/2026
ORD0024,CUST5619,That Product,Home,3673.96,1,25,2755.47,4.3,0.66,Cash on Delivery,Delhi,9/16/2025
ORD0025,CUST9988,Hope Product,Beauty,2950.74,1,8,2714.68,1.1,0.89,Debit Card,Delhi,8/17/2025
ORD0026,CUST1149,Population Product,Books,4759.93,3,37,8996.27,1.1,0.6,Net Banking,Hyderabad,4/25/2026
ORD0027,CUST2059,Recognize Product,Sports,2615.29,1,3,2536.83,2.5,0.38,Credit Card,Chennai,12/24/2025
ORD0028,CUST6354,Player Product,Fashion,4307.58,2,22,6719.82,3.4,0.81,Net Banking,Delhi,7/15/2025
ORD0029,CUST4860,Determine Product,Books,3121.52,2,32,4245.27,4.6,0.72,Credit Card,Mumbai,1/14/2026
ORD0030,CUST5669,Consumer Product,Home,2879.82,5,17,11951.25,2.4,0.84,Net Banking,Delhi,2/11/2026
ORD0031,CUST1853,Movement Product,Electronics,3649.18,2,9,6641.51,1.2,0.09,Net Banking,Madurai,12/10/2025
ORD0032,CUST5120,Gun Product,Electronics,2338.9,3,2,6876.37,1.5,0.73,Cash on Delivery,Madurai,11/29/2025
ORD0033,CUST2190,So Product,Fashion,636.56,2,28,916.65,1.2,0.76,Credit Card,Hyderabad,5/29/2025
ORD0034,CUST8063,Stay Product,Home,711.74,1,23,548.04,4.8,0.92,Credit Card,Madurai,3/22/2026
ORD0035,CUST6288,Could Product,Electronics,1724.08,2,22,2689.56,1.6,0.58,Debit Card,Mumbai,10/6/2025
ORD0036,CUST9808,Recent Product,Fashion,637.04,4,33,1707.27,2.1,0.72,Net Banking,Madurai,1/11/2026
ORD0037,CUST7099,There Product,Beauty,3103.1,1,12,2730.73,4.3,0.41,Cash on Delivery,Delhi,7/6/2025
ORD0038,CUST3252,Force Product,Sports,2101.6,4,38,5211.97,4.9,0.07,Cash on Delivery,Mumbai,12/8/2025
ORD0039,CUST2573,Personal Product,Electronics,4598.51,4,14,15818.87,1.9,0.41,Net Banking,Hyderabad,5/7/2026
ORD0040,CUST1366,Popular Product,Books,2868.29,2,17,4761.36,4.1,0.09,Cash on Delivery,Delhi,6/6/2025
ORD0041,CUST8282,Usually Product,Books,338.47,3,15,863.1,2.2,0.51,UPI,Madurai,6/19/2025
ORD0042,CUST7755,Woman Product,Home,4218.18,3,6,11895.27,2.9,0.02,UPI,Bangalore,1/3/2026
ORD0043,CUST9428,Gas Product,Books,3061.73,4,35,7960.5,3.6,0.87,Net Banking,Madurai,10/31/2025
ORD0044,CUST4578,Worry Product,Beauty,2898.82,5,5,13769.4,4.6,0.1,Net Banking,Bangalore,8/26/2025
ORD0045,CUST5068,Technology Product,Home,3761.96,2,17,6244.85,3.7,0.37,UPI,Bangalore,1/9/2026
ORD0046,CUST3922,Bit Product,Beauty,4381.94,1,22,3417.91,3.7,0.26,Credit Card,Delhi,3/25/2026
ORD0047,CUST3425,Whether Product,Electronics,4140.58,4,30,11593.62,3.1,0.89,Debit Card,Mumbai,12/16/2025
ORD0048,CUST8928,Hand Product,Home,3193.45,1,34,2107.68,2.5,0.43,Debit Card,Bangalore,10/7/2025
ORD0049,CUST9884,Reality Product,Books,1017.73,1,6,956.67,3.5,0.42,UPI,Bangalore,5/19/2026
ORD0050,CUST4112,Usually Product,Sports,127.08,3,7,354.55,2.6,0.28,Credit Card,Madurai,2/27/2026
ORD0051,CUST4865,Nor Product,Fashion,1366.13,3,2,4016.42,3.6,0.38,Cash on Delivery,Delhi,4/5/2026
ORD0052,CUST9644,Affect Product,Beauty,2332.42,2,25,3498.63,4.8,0.66,Net Banking,Chennai,10/30/2025
ORD0053,CUST7640,Expect Product,Electronics,2722.28,4,5,10344.66,4.4,0.26,Net Banking,Madurai,10/13/2025
ORD0054,CUST7220,World Product,Beauty,3497.89,5,10,15740.51,2.9,0.29,UPI,Delhi,2/9/2026
ORD0055,CUST5363,Better Product,Electronics,2168.42,5,15,9215.78,4.4,0.81,UPI,Hyderabad,2/21/2026
ORD0056,CUST7855,Public Product,Books,2190.9,3,10,5915.43,1.6,0.64,UPI,Bangalore,4/1/2026
ORD0057,CUST3596,Woman Product,Electronics,3349.03,3,17,8339.08,3.3,0.1,UPI,Delhi,3/24/2026
ORD0058,CUST3192,Writer Product,Fashion,2786.7,5,9,12679.49,4.8,0.79,UPI,Bangalore,12/26/2025
ORD0059,CUST5365,Peace Product,Electronics,733.3,5,30,2566.55,4.8,0.24,Cash on Delivery,Delhi,4/26/2026
ORD0060,CUST5004,Marriage Product,Fashion,2901.03,2,25,4351.55,3.9,0.3,Credit Card,Hyderabad,9/26/2025
ORD0061,CUST1497,Recognize Product,Electronics,949.69,3,18,2336.24,3.7,0.5,Net Banking,Hyderabad,9/9/2025
ORD0062,CUST3681,State Product,Sports,119.57,5,6,561.98,2.8,0.92,UPI,Hyderabad,9/3/2025
ORD0063,CUST3123,Prepare Product,Sports,2555.92,4,33,6849.87,4.9,0.24,Cash on Delivery,Hyderabad,7/12/2025
ORD0064,CUST6733,Environment Product,Books,1009.78,1,36,646.26,2.1,0.36,Credit Card,Bangalore,6/25/2025
ORD0065,CUST4877,Order Product,Books,512.19,4,16,1720.96,4,0.42,Net Banking,Madurai,4/28/2026
ORD0066,CUST4393,Half Product,Electronics,3132.64,4,0,12530.56,1.3,0.21,Debit Card,Mumbai,2/23/2026
ORD0067,CUST3330,Author Product,Electronics,899.16,2,4,1726.39,1.8,0.88,UPI,Bangalore,1/12/2026
ORD0068,CUST2547,Rather Product,Beauty,4725.56,5,16,19847.35,1.6,0.72,Debit Card,Hyderabad,6/6/2025
ORD0069,CUST4708,Capital Product,Beauty,4050.05,5,31,13972.67,4.9,0.15,Net Banking,Delhi,9/23/2025
ORD0070,CUST9042,Inside Product,Sports,2866.42,1,30,2006.49,3.8,0.74,Credit Card,Hyderabad,6/23/2025
ORD0071,CUST6861,Once Product,Beauty,3943.96,4,17,13093.95,1.6,0.79,Debit Card,Hyderabad,5/13/2026
ORD0072,CUST5976,Goal Product,Fashion,366.14,1,9,333.19,2.1,0.5,UPI,Delhi,10/13/2025
ORD0073,CUST1936,Might Product,Home,2854.95,4,28,8222.26,4.4,0.64,Credit Card,Mumbai,10/25/2025
ORD0074,CUST4741,Customer Product,Beauty,2758.65,5,31,9517.34,4,0.64,UPI,Madurai,12/29/2025
ORD0075,CUST1204,Leader Product,Books,972.68,1,34,641.97,1.6,0.59,Credit Card,Bangalore,9/12/2025
ORD0076,CUST6740,Social Product,Fashion,1250.22,2,17,2075.37,4.3,0.27,Cash on Delivery,Chennai,7/30/2025
ORD0077,CUST4737,Land Product,Beauty,3038.05,5,12,13367.42,2.1,0.53,Credit Card,Madurai,3/12/2026
ORD0078,CUST7022,Chance Product,Fashion,2002.54,5,19,8110.29,2.8,0.33,Credit Card,Bangalore,3/2/2026
ORD0079,CUST5587,Difference Product,Sports,3868.79,1,23,2978.97,4.7,0.65,Cash on Delivery,Madurai,4/19/2026
ORD0080,CUST4890,Information Product,Sports,2222.32,1,26,1644.52,4.8,0.51,Debit Card,Hyderabad,3/8/2026
ORD0081,CUST6309,Able Product,Sports,900,4,29,2556,2.4,0.48,Credit Card,Madurai,2/23/2026
ORD0082,CUST6885,Power Product,Fashion,2715.2,1,11,2416.53,4.3,0.62,Cash on Delivery,Delhi,7/2/2025
ORD0083,CUST7840,Daughter Product,Sports,4756.41,4,28,13698.46,2.9,0.03,Net Banking,Chennai,1/7/2026
ORD0084,CUST6907,Yard Product,Books,2319.42,1,34,1530.82,1.5,0.99,Debit Card,Madurai,9/24/2025
ORD0085,CUST3919,Improve Product,Sports,617.97,3,27,1353.35,4.1,1,Debit Card,Madurai,12/26/2025
ORD0086,CUST9389,Necessary Product,Home,3369.44,1,16,2830.33,4.9,0.42,Credit Card,Chennai,6/1/2025
ORD0087,CUST4900,Per Product,Fashion,420.89,5,7,1957.14,1.9,0.59,UPI,Chennai,4/16/2026
ORD0088,CUST1326,Country Product,Fashion,1151.15,4,13,4006,3.3,0.13,UPI,Bangalore,5/14/2026
ORD0089,CUST4511,Third Product,Home,708.07,2,9,1288.69,2.1,0.73,UPI,Hyderabad,6/29/2025
ORD0090,CUST7766,Ok Product,Beauty,954.97,2,8,1757.14,1.3,0.81,Debit Card,Bangalore,5/18/2026
ORD0091,CUST5548,Station Product,Fashion,2843.69,3,20,6824.86,2.4,0.46,Net Banking,Madurai,8/13/2025
ORD0092,CUST5176,Source Product,Fashion,559.68,2,14,962.65,3.2,0.86,Net Banking,Delhi,10/25/2025
ORD0093,CUST5621,West Product,Home,3111.85,1,32,2116.06,3.3,0.36,Net Banking,Bangalore,8/2/2025
ORD0094,CUST2956,Great Product,Fashion,1861.29,4,4,7147.35,3.2,0.37,UPI,Bangalore,9/19/2025
ORD0095,CUST1636,Among Product,Electronics,290.62,5,7,1351.38,2.8,0.01,UPI,Madurai,7/11/2025
ORD0096,CUST6188,Both Product,Home,3557.64,2,29,5051.85,1.5,0.47,Cash on Delivery,Hyderabad,8/12/2025
ORD0097,CUST7387,Suggest Product,Electronics,2204.88,5,22,8599.03,3.3,0.54,Cash on Delivery,Madurai,9/28/2025
ORD0098,CUST6651,Back Product,Sports,456.64,2,28,657.56,1.7,0.88,Cash on Delivery,Madurai,9/5/2025
ORD0099,CUST8374,Image Product,Home,3076.8,2,28,4430.59,1.8,0.97,Net Banking,Bangalore,10/3/2025
ORD0100,CUST2431,Degree Product,Home,4132.14,4,9,15040.99,2.2,0.74,Debit Card,Delhi,4/8/2026
ORD0101,CUST9864,Impact Product,Books,1932.81,3,3,5624.48,3.3,0.48,UPI,Madurai,4/27/2026
ORD0102,CUST2645,Bed Product,Books,2677.57,2,29,3802.15,4.4,0.48,Debit Card,Chennai,1/28/2026
ORD0103,CUST4449,Evening Product,Beauty,3201,3,11,8546.67,1.2,0.58,Net Banking,Bangalore,12/9/2025
ORD0104,CUST9385,Fast Product,Home,1824.23,1,18,1495.87,2.5,0.72,Credit Card,Madurai,12/9/2025
ORD0105,CUST8690,Several Product,Beauty,3380.15,1,1,3346.35,1.5,0.64,Net Banking,Chennai,5/11/2026
ORD0106,CUST8269,Business Product,Sports,3119.64,4,35,8111.06,3.2,0.35,Credit Card,Madurai,8/27/2025
ORD0107,CUST6384,Ten Product,Electronics,2887.11,1,9,2627.27,5,0.21,Debit Card,Chennai,2/26/2026
ORD0108,CUST6051,Modern Product,Home,2641.83,4,1,10461.65,4.3,0.04,Credit Card,Madurai,2/28/2026
ORD0109,CUST3665,Executive Product,Books,1787.23,2,18,2931.06,1.7,0.46,UPI,Madurai,5/18/2026
ORD0110,CUST5991,Hospital Product,Sports,3435.62,4,36,8795.19,4.3,0.37,Net Banking,Mumbai,8/21/2025
ORD0111,CUST6032,Democrat Product,Fashion,3105.38,4,29,8819.28,1.3,0.79,Credit Card,Hyderabad,3/25/2026
ORD0112,CUST8013,Speech Product,Sports,1978.72,3,35,3858.5,3.5,0.07,Credit Card,Chennai,1/17/2026
ORD0113,CUST9625,Might Product,Fashion,2529.89,5,10,11384.5,2,0.39,UPI,Hyderabad,9/3/2025
ORD0114,CUST5765,Speech Product,Fashion,1694.07,5,6,7962.13,4.4,0.54,UPI,Delhi,4/2/2026
ORD0115,CUST7383,Big Product,Sports,1722.6,4,36,4409.86,5,0.04,Cash on Delivery,Chennai,11/27/2025
ORD0116,CUST8139,Indicate Product,Beauty,3173,5,38,9836.3,3.8,0.45,Net Banking,Hyderabad,7/26/2025
ORD0117,CUST9663,Indicate Product,Books,1540.39,2,23,2372.2,2.9,0.34,Cash on Delivery,Chennai,12/22/2025
ORD0118,CUST9386,Student Product,Electronics,3811.94,2,16,6404.06,1.5,0.82,Credit Card,Hyderabad,7/13/2025
ORD0119,CUST9095,Majority Product,Sports,3205.79,2,15,5449.84,3.4,0.01,Debit Card,Madurai,1/22/2026
ORD0120,CUST9674,Site Product,Fashion,231.19,5,11,1028.8,1.9,0.3,UPI,Bangalore,3/8/2026
ORD0121,CUST8114,Place Product,Home,2129.15,5,21,8410.14,3.9,0.87,Net Banking,Hyderabad,3/15/2026
ORD0122,CUST6472,Study Product,Electronics,1530.68,5,16,6428.86,4.7,0.88,Credit Card,Hyderabad,11/3/2025
ORD0123,CUST4332,Even Product,Fashion,880.77,5,16,3699.23,3.2,0.87,Net Banking,Bangalore,3/2/2026
ORD0124,CUST4589,Course Product,Books,4100.8,4,18,13450.62,1.4,0.25,UPI,Madurai,7/28/2025
ORD0125,CUST8890,Property Product,Books,4644.64,3,23,10729.12,4,0.9,Cash on Delivery,Hyderabad,10/15/2025
ORD0126,CUST8749,Party Product,Sports,1125.81,3,14,2904.59,1.3,0.46,UPI,Madurai,6/1/2025
ORD0127,CUST2180,Right Product,Sports,4342.34,5,12,19106.3,3,0.72,Net Banking,Hyderabad,6/13/2025
ORD0128,CUST3959,Music Product,Sports,267.91,1,26,198.25,1.6,0.25,Net Banking,Madurai,8/11/2025
ORD0129,CUST9507,Sing Product,Home,1783.01,5,2,8736.75,4.7,0.38,Net Banking,Madurai,12/17/2025
ORD0130,CUST4251,Happy Product,Fashion,2523.21,2,10,4541.78,2.4,0.24,Cash on Delivery,Hyderabad,7/29/2025
ORD0131,CUST5238,Summer Product,Electronics,3154.78,3,19,7666.12,5,0.88,Cash on Delivery,Delhi,3/6/2026
ORD0132,CUST9281,Identify Product,Sports,2598.66,2,18,4261.8,1.6,0.98,UPI,Delhi,11/26/2025
ORD0133,CUST2247,Pretty Product,Home,4125.13,3,23,9529.05,3.4,0.41,Net Banking,Hyderabad,1/1/2026
ORD0134,CUST4615,Billion Product,Fashion,2852.21,2,22,4449.45,1.4,0.01,Credit Card,Bangalore,3/29/2026
ORD0135,CUST7125,Down Product,Books,2559.3,5,3,12412.6,3.8,0.12,Credit Card,Delhi,11/30/2025
ORD0136,CUST5005,Around Product,Fashion,3990.99,4,17,13250.09,4.9,0.89,Net Banking,Mumbai,7/4/2025
ORD0137,CUST1080,Official Product,Home,1624.58,1,14,1397.14,2.9,0.75,Credit Card,Bangalore,11/23/2025
ORD0138,CUST3254,Only Product,Electronics,178.62,5,17,741.27,2.5,0.07,Cash on Delivery,Madurai,6/22/2025
ORD0139,CUST6404,Party Product,Fashion,2046.83,4,17,6795.48,4.4,0.09,Net Banking,Madurai,10/12/2025
ORD0140,CUST6457,Fast Product,Sports,1378.02,1,38,854.37,2.4,0.72,Debit Card,Madurai,1/24/2026
ORD0141,CUST1381,Few Product,Sports,4963.42,3,8,13699.04,1.3,0.5,Debit Card,Chennai,6/21/2025
ORD0142,CUST3458,Everyone Product,Fashion,3373.57,4,23,10390.6,3.3,0.42,Net Banking,Madurai,1/23/2026
ORD0143,CUST6067,Money Product,Fashion,3110.37,2,34,4105.69,4.1,0.88,Net Banking,Chennai,1/8/2026
ORD0144,CUST8879,Main Product,Beauty,2319.1,5,1,11479.55,2.7,0.51,Credit Card,Madurai,9/9/2025
ORD0145,CUST7042,Ball Product,Sports,4929.35,5,38,15280.99,3.4,0.27,Cash on Delivery,Chennai,11/12/2025
ORD0146,CUST3787,Impact Product,Books,1380.82,3,25,3106.85,2.1,0.26,Credit Card,Hyderabad,8/27/2025
ORD0147,CUST2233,Special Product,Sports,3763.66,2,39,4591.67,1.3,0.86,Cash on Delivery,Chennai,1/6/2026
ORD0148,CUST5848,Chair Product,Fashion,3456.43,2,21,5461.16,3.2,0.21,Debit Card,Chennai,4/12/2026
ORD0149,CUST1015,Father Product,Home,4724.2,2,2,9259.43,3.1,0.39,Debit Card,Mumbai,4/10/2026
ORD0150,CUST8059,Interesting Product,Home,2273.47,5,27,8298.17,4.9,0.34,Debit Card,Bangalore,10/18/2025
ORD0151,CUST8806,Right Product,Fashion,4049.9,5,14,17414.57,3.1,0.68,Credit Card,Chennai,2/12/2026
ORD0152,CUST8298,Ask Product,Electronics,2107.59,2,27,3077.08,1.7,0.66,Net Banking,Delhi,9/4/2025
ORD0153,CUST9520,Floor Product,Fashion,759.62,4,13,2643.48,4.2,0.93,UPI,Madurai,3/13/2026
ORD0154,CUST8910,Money Product,Fashion,151.49,5,15,643.83,2.9,0.52,Cash on Delivery,Mumbai,4/28/2026
ORD0155,CUST7321,Job Product,Fashion,2505.22,4,3,9720.25,2.7,0.29,Cash on Delivery,Mumbai,4/25/2026
ORD0156,CUST1660,Choice Product,Fashion,3712.07,4,22,11581.66,4.8,0.3,Credit Card,Hyderabad,4/6/2026
ORD0157,CUST8110,Fly Product,Beauty,2880.09,2,38,3571.31,2.4,0.03,Credit Card,Hyderabad,10/22/2025
ORD0158,CUST4272,Sister Product,Sports,4966.13,2,13,8641.07,4.2,0.97,Cash on Delivery,Delhi,1/3/2026
ORD0159,CUST1669,Everything Product,Fashion,3690.54,2,39,4502.46,4,0.46,UPI,Bangalore,9/13/2025
ORD0160,CUST5113,Chance Product,Books,4372.07,5,13,19018.5,1.5,0.41,Net Banking,Bangalore,3/4/2026
ORD0161,CUST3521,Their Product,Electronics,3783.47,4,14,13015.14,4.7,0.39,UPI,Bangalore,11/4/2025
ORD0162,CUST1404,Fire Product,Fashion,2261.57,4,31,6241.93,3.4,0.64,UPI,Delhi,8/8/2025
ORD0163,CUST8308,President Product,Fashion,2805.55,4,21,8865.54,4.6,0.21,Cash on Delivery,Hyderabad,7/5/2025
ORD0164,CUST4029,Fear Product,Sports,688.17,2,21,1087.31,4.7,0.42,UPI,Bangalore,1/7/2026
ORD0165,CUST2324,Without Product,Electronics,151.87,3,21,359.93,2.8,0.59,Credit Card,Madurai,6/27/2025
ORD0166,CUST6878,Husband Product,Fashion,3343.63,5,17,13876.06,1.3,0.27,Net Banking,Madurai,7/28/2025
ORD0167,CUST9932,Court Product,Beauty,2150.14,5,16,9030.59,1.6,0.33,Credit Card,Mumbai,7/22/2025
ORD0168,CUST9306,Hand Product,Sports,3690.97,4,17,12254.02,3.5,0.35,Cash on Delivery,Mumbai,5/11/2026
ORD0169,CUST9728,Score Product,Sports,2739.08,4,33,7340.73,1.3,0.35,UPI,Bangalore,5/25/2025
ORD0170,CUST2861,Would Product,Sports,1128.38,1,15,959.12,3.8,0.77,Credit Card,Delhi,1/9/2026
ORD0171,CUST2263,With Product,Home,4347.34,1,29,3086.61,3.9,0.63,Credit Card,Delhi,8/8/2025
ORD0172,CUST3307,Bag Product,Fashion,2669.39,4,18,8755.6,3.3,0.53,Cash on Delivery,Hyderabad,1/30/2026
ORD0173,CUST9132,Once Product,Books,159.58,5,14,686.19,1.2,0,Credit Card,Bangalore,10/11/2025
ORD0174,CUST7519,Above Product,Home,1487.7,2,15,2529.09,1.9,0.08,Net Banking,Mumbai,10/7/2025
ORD0175,CUST5032,Seem Product,Sports,832.65,1,17,691.1,4.4,0.08,Debit Card,Delhi,7/3/2025
ORD0176,CUST5784,Anyone Product,Beauty,496.08,1,39,302.61,2.9,0.08,Debit Card,Chennai,10/1/2025
ORD0177,CUST6119,Win Product,Beauty,4095.55,5,29,14539.2,3.1,0.04,Cash on Delivery,Delhi,3/8/2026
ORD0178,CUST8777,Room Product,Beauty,107.23,3,14,276.65,3.9,0.66,UPI,Hyderabad,6/6/2025
ORD0179,CUST1786,Choice Product,Beauty,1508.66,1,5,1433.23,2.5,0.67,UPI,Delhi,1/20/2026
ORD0180,CUST1997,Argue Product,Beauty,4025.5,3,20,9661.2,1.3,0.46,Credit Card,Chennai,5/22/2025
ORD0181,CUST5076,Parent Product,Electronics,531.51,5,37,1674.26,2.4,0.97,Debit Card,Hyderabad,2/27/2026
ORD0182,CUST5120,Support Product,Books,2466.98,2,19,3996.51,2.4,0.56,UPI,Hyderabad,11/19/2025
ORD0183,CUST8826,Woman Product,Home,3214.86,3,2,9451.69,4.8,0.65,Cash on Delivery,Delhi,9/30/2025
ORD0184,CUST1497,There Product,Fashion,3466.17,2,2,6793.69,4.6,0.71,Net Banking,Hyderabad,2/4/2026
ORD0185,CUST4315,Decide Product,Electronics,2742.21,2,25,4113.32,4.9,0.56,UPI,Madurai,7/18/2025
ORD0186,CUST3537,Interview Product,Beauty,2858.24,1,24,2172.26,4.3,0.57,Debit Card,Mumbai,8/3/2025
ORD0187,CUST4706,Difference Product,Electronics,3373.48,4,39,8231.29,1.1,0.03,Credit Card,Hyderabad,6/24/2025
ORD0188,CUST3531,Parent Product,Fashion,2964.51,2,6,5573.28,2.6,0.78,Net Banking,Delhi,2/6/2026
ORD0189,CUST3346,Leave Product,Home,400.6,4,6,1506.26,4.4,0.71,Net Banking,Delhi,9/24/2025
ORD0190,CUST8305,He Product,Beauty,4692.54,1,30,3284.78,3.5,0.83,Debit Card,Delhi,2/27/2026
ORD0191,CUST1676,Make Product,Home,2948.35,1,22,2299.71,2.5,0.45,Credit Card,Chennai,5/31/2025
ORD0192,CUST4325,Next Product,Sports,3255.33,2,34,4297.04,1.1,0.84,Cash on Delivery,Delhi,2/4/2026
ORD0193,CUST8584,His Product,Fashion,4055.44,4,12,14275.15,3,0.5,Credit Card,Madurai,8/16/2025
ORD0194,CUST6536,Civil Product,Fashion,4435.64,5,13,19295.03,3.2,0.8,Net Banking,Delhi,6/1/2025
ORD0195,CUST4681,Democratic Product,Electronics,1537.68,2,31,2122,4.4,0.63,Cash on Delivery,Chennai,12/15/2025
ORD0196,CUST1694,Hour Product,Fashion,4686.15,4,8,17245.03,4.1,0.77,Credit Card,Chennai,12/24/2025
ORD0197,CUST8505,Leader Product,Electronics,2824.72,2,2,5536.45,3.9,0.34,Credit Card,Delhi,1/25/2026
ORD0198,CUST6028,Remain Product,Home,1440.24,1,14,1238.61,4.8,0.8,Net Banking,Mumbai,11/8/2025
ORD0199,CUST8085,Floor Product,Home,3794.44,5,21,14988.04,2,0.71,Debit Card,Madurai,11/2/2025
ORD0200,CUST5378,Off Product,Home,370.8,5,6,1742.76,1.1,0.9,Debit Card,Delhi,8/13/2025
ORD0201,CUST5480,Science Product,Sports,1856.28,2,28,2673.04,2.9,0.6,Credit Card,Hyderabad,6/21/2025
ORD0202,CUST1292,Concern Product,Beauty,797.22,2,8,1466.88,1.1,0.94,Credit Card,Chennai,8/14/2025
ORD0203,CUST5602,Mention Product,Sports,4461.95,2,1,8834.66,4.4,0.99,Debit Card,Hyderabad,10/3/2025
ORD0204,CUST6773,Outside Product,Home,222.46,3,19,540.58,2.4,0.73,Debit Card,Mumbai,6/20/2025
ORD0205,CUST5116,Town Product,Sports,499.69,5,38,1549.04,1.4,0.58,Debit Card,Madurai,8/13/2025
ORD0206,CUST1795,Detail Product,Sports,636.78,3,39,1165.31,2.3,0.09,Credit Card,Hyderabad,6/2/2025
ORD0207,CUST4089,Practice Product,Home,3870.72,2,37,4877.11,3,0.76,Credit Card,Delhi,5/2/2026
ORD0208,CUST7773,Rock Product,Electronics,3902.41,4,26,11551.13,2.4,0.78,UPI,Bangalore,3/12/2026
ORD0209,CUST2406,Thus Product,Home,3142.84,4,8,11565.65,3.6,0.59,UPI,Chennai,6/12/2025
ORD0210,CUST8650,Magazine Product,Sports,4879.75,5,33,16347.16,1.5,0.57,Net Banking,Hyderabad,3/31/2026
ORD0211,CUST3283,About Product,Books,656.8,3,25,1477.8,3,0.19,Net Banking,Hyderabad,5/15/2026
ORD0212,CUST1077,Reach Product,Sports,1821.52,3,14,4699.52,3.5,0.04,Net Banking,Mumbai,11/28/2025
ORD0213,CUST9503,About Product,Books,2436.46,3,20,5847.5,4.4,0.27,Net Banking,Bangalore,4/12/2026
ORD0214,CUST2478,Raise Product,Beauty,3572.12,4,5,13574.06,1.8,0.77,Cash on Delivery,Chennai,6/23/2025
ORD0215,CUST8243,Visit Product,Beauty,4189.1,5,20,16756.4,1.1,0.2,Net Banking,Madurai,6/26/2025
ORD0216,CUST4897,Main Product,Sports,1884.11,2,33,2524.71,4.4,0.99,UPI,Hyderabad,4/22/2026
ORD0217,CUST6380,Surface Product,Fashion,1615.06,4,23,4974.38,1.8,0.54,Debit Card,Delhi,4/30/2026
ORD0218,CUST8953,None Product,Fashion,3258.85,4,17,10819.38,2.3,0.01,Cash on Delivery,Delhi,9/9/2025
ORD0219,CUST1143,Under Product,Sports,4645.95,3,21,11010.9,3.6,0.27,UPI,Hyderabad,8/17/2025
ORD0220,CUST2504,Friend Product,Sports,4797.1,4,19,15542.6,2.5,1,Credit Card,Chennai,8/24/2025
ORD0221,CUST1903,Effect Product,Fashion,1926.18,2,23,2966.32,1.3,0.3,Net Banking,Chennai,4/3/2026
ORD0222,CUST1352,Red Product,Fashion,3403.48,3,17,8474.67,4.2,0.45,Debit Card,Chennai,4/29/2026
ORD0223,CUST1490,Here Product,Fashion,1488.41,2,29,2113.54,4,0.21,UPI,Mumbai,10/10/2025
